Placa,Clase,Marca,A¤o de fabricaci¢n del taxi,Categor¡a,Tipo taxi
TA-001444,Taxi Alajuela,Mitsubishi,2008,Automovil,Rural
TA-001445,Taxi Alajuela,Hyundai,2004,Automovil,Rural
TA-001446,Taxi Alajuela,Daihatsu,2005,Automovil,Rural
TA-001447,Taxi Alajuela,Daihatsu,2011,Automovil,Rural
TA-001448,Taxi Alajuela,Hyundai,2004,Automovil,Sedan
TA-001449,Taxi Alajuela,Daihatsu,2006,Automovil,Rural
TA-001451,Taxi Alajuela,Suzuki,2016,Automovil,Adaptado
TA-001452,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001453,Taxi Alajuela,Hyundai,2008,Automovil,Sedan
TA-001454,Taxi Alajuela,Toyota,2010,Automovil,Sedan
TA-001455,Taxi Alajuela,Isuzu,1995,Automovil,Rural
TA-001456,Taxi Alajuela,Mitsubishi,2013,Automovil,Rural
TA-001457,Taxi Alajuela,Hyundai,2005,Microbus,Adaptado
TA-001459,Taxi Alajuela,Hyundai,2003,Automovil,Sedan
TA-001460,Taxi Alajuela,Toyota,2005,Transporte colectivo interurbano,Adaptado
TA-001461,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-001462,Taxi Alajuela,Toyota,2012,Microbus,Adaptado
TA-001467,Taxi Alajuela,Toyota,2004,Automovil,Sedan
TA-001469,Taxi Alajuela,Peugeot,2006,Automovil,Adaptado
TA-001470,Taxi Alajuela,Suzuki,2008,Automovil,Adaptado
TA-001471,Taxi Alajuela,Peugeot,2006,Automovil,Adaptado
TA-001472,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001473,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-001474,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001475,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-001476,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001478,Taxi Alajuela,Daihatsu,2007,Automovil,Rural
TA-001479,Taxi Alajuela,Mitsubishi,2008,Carga liviana,Rural
TA-001481,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-001482,Taxi Alajuela,Hyundai,2005,Automovil,Sedan
TA-001483,Taxi Alajuela,Hyundai,2013,Automovil,Sedan
TA-001484,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001486,Taxi Alajuela,Nissan,2008,Automovil,Sedan
TA-001487,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-001488,Taxi Alajuela,Chevrolet,2005,Automovil,Sedan
TA-001489,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001490,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-001491,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-001492,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001493,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001495,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001496,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001497,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-001499,Taxi Alajuela,Faw,2016,Automovil,Sedan
TA-001500,Taxi Alajuela,Hyundai,2004,Automovil,Sedan
TA-001501,Taxi Alajuela,Nissan,1998,Automovil,Sedan
TA-001502,Taxi Alajuela,Daihatsu,2006,Automovil,Rural
TA-001503,Taxi Alajuela,Daihatsu,2007,Automovil,Rural
TA-001504,Taxi Alajuela,Mahindra,2007,Automovil,Rural
TA-001505,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001507,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001508,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001509,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-001510,Taxi Alajuela,Hyundai,2007,Automovil,Rural
TA-001511,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001512,Taxi Alajuela,Daihatsu,2009,Automovil,Rural
TA-001513,Taxi Alajuela,Toyota,2017,Automovil,Sedan
TA-001515,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001516,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001517,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-001518,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001519,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001520,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001521,Taxi Alajuela,Daihatsu,2009,Automovil,Rural
TA-001522,Taxi Alajuela,Hyundai,2015,Automovil,Sedan
TA-001523,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001524,Taxi Alajuela,Greatwall,2007,Carga liviana,Rural
TA-001525,Taxi Alajuela,Mazda,2014,Carga liviana,Rural
TA-001526,Taxi Alajuela,Nissan,2013,Automovil,Sedan
TA-001527,Taxi Alajuela,Nissan,2013,Automovil,Sedan
TA-001528,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001529,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-001530,Taxi Alajuela,Gonow,2007,Automovil,Rural
TA-001531,Taxi Alajuela,Toyota,2011,Automovil,Sedan
TA-001532,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001533,Taxi Alajuela,Mitsubishi,2008,Carga liviana,Rural
TA-001534,Taxi Alajuela,Nissan,2011,Microbus,Adaptado
TA-001535,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001536,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001538,Taxi Alajuela,Mitsubishi,2012,Automovil,Rural
TA-001539,Taxi Alajuela,Hyundai,2011,Automovil,Sedan
TA-001540,Taxi Alajuela,Hyundai,2010,Automovil,Sedan
TA-001541,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-001542,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001543,Taxi Alajuela,Hyundai,2011,Automovil,Rural
TA-001544,Taxi Alajuela,Suzuki,1996,Automovil,Rural
TA-001545,Taxi Alajuela,Hyundai,2003,Automovil,Sedan
TA-001546,Taxi Alajuela,Hyundai,2004,Automovil,Sedan
TA-001547,Taxi Alajuela,Hyundai,2009,Automovil,Sedan
TA-001548,Taxi Alajuela,Toyota,2010,Automovil,Sedan
TA-001549,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-001550,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-001551,Taxi Alajuela,Hyundai,2015,Automovil,Sedan
TA-001552,Taxi Alajuela,Toyota,2017,Automovil,Sedan
TA-001553,Taxi Alajuela,Daihatsu,2013,Automovil,Rural
TA-001554,Taxi Alajuela,Toyota,2001,Automovil,Sedan
TA-001555,Taxi Alajuela,Toyota,2018,Carga liviana,Rural
TA-001556,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-001557,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001559,Taxi Alajuela,Mitsubishi,2007,Automovil,Rural
TA-001560,Taxi Alajuela,Toyota,2010,Automovil,Sedan
TA-001561,Taxi Alajuela,Hyundai,1998,Automovil,Sedan
TA-001562,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-001563,Taxi Alajuela,Nissan,2017,Automovil,Sedan
TA-001564,Taxi Alajuela,Daihatsu,2011,Automovil,Rural
TA-001565,Taxi Alajuela,Nissan,2016,Automovil,Sedan
TA-001566,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-001567,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-001568,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001569,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-001570,Taxi Alajuela,Kia,2014,Automovil,Sedan
TA-001571,Taxi Alajuela,Hyundai,2009,Automovil,Sedan
TA-001572,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001574,Taxi Alajuela,Nissan,2013,Automovil,Sedan
TA-001575,Taxi Alajuela,Hyundai,2010,Automovil,Sedan
TA-001576,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001577,Taxi Alajuela,Toyota,2007,Automovil,Rural
TA-001578,Taxi Alajuela,Greatwall,2013,Automovil,Sedan
TA-001579,Taxi Alajuela,Hyundai,2015,Automovil,Sedan
TA-001581,Taxi Alajuela,Hyundai,2008,Automovil,Sedan
TA-001582,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001583,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001585,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001586,Taxi Alajuela,Hyundai,2010,Automovil,Sedan
TA-001587,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001590,Taxi Alajuela,Mitsubishi,2007,Automovil,Rural
TA-001591,Taxi Alajuela,Suzuki,2013,Automovil,Sedan
TA-001592,Taxi Alajuela,Hyundai,2007,Automovil,Rural
TA-001593,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-001594,Taxi Alajuela,Toyota,2019,Automovil,Rural
TA-001595,Taxi Alajuela,Toyota,2013,Carga liviana,Rural
TA-001596,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001598,Taxi Alajuela,Toyota,2013,Automovil,Sedan
TA-001599,Taxi Alajuela,Daihatsu,2007,Automovil,Rural
TA-001601,Taxi Alajuela,Nissan,2012,Automovil,Sedan
TA-001602,Taxi Alajuela,Daihatsu,2008,Automovil,Rural
TA-001603,Taxi Alajuela,Hyundai,2005,Automovil,Sedan
TA-001604,Taxi Alajuela,Mitsubishi,2007,Carga liviana,Rural
TA-001605,Taxi Alajuela,Mitsubishi,2017,Automovil,Rural
TA-001606,Taxi Alajuela,Hyundai,2005,Automovil,Sedan
TA-001608,Taxi Alajuela,Daihatsu,2007,Automovil,Rural
TA-001609,Taxi Alajuela,Toyota,2017,Carga liviana,Rural
TA-001610,Taxi Alajuela,Isuzu,2012,Carga liviana,Rural
TA-001611,Taxi Alajuela,Mahindra,2007,Carga liviana,Rural
TA-001612,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-001613,Taxi Alajuela,Daihatsu,2007,Autobus,Rural
TA-001614,Taxi Alajuela,Toyota,2007,Automovil,Rural
TA-001615,Taxi Alajuela,Daihatsu,2007,Automovil,Rural
TA-001616,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-001617,Taxi Alajuela,Toyota,2016,Automovil,Sedan
TA-001618,Taxi Alajuela,Nissan,2007,Carga liviana,Rural
TA-001619,Taxi Alajuela,Isuzu,2013,Carga liviana,Rural
TA-001620,Taxi Alajuela,Toyota,2008,Carga liviana,Rural
TA-001622,Taxi Alajuela,Toyota,2015,Automovil,Rural
TA-001625,Taxi Alajuela,Kia,1998,Automovil,Rural
TA-001626,Taxi Alajuela,Hyundai,1999,Automovil,Sedan
TA-001628,Taxi Alajuela,Peugeot,2007,Automovil,Adaptado
TA-001629,Taxi Alajuela,Nissan,2008,Carga liviana,Rural
TA-001631,Taxi Alajuela,Mitsubishi,2009,Carga liviana,Rural
TA-001632,Taxi Alajuela,Toyota,2011,Automovil,Sedan
TA-001633,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001634,Taxi Alajuela,Chevrolet,1998,Automovil,Rural
TA-001635,Taxi Alajuela,Peugeot,2006,Automovil,Adaptado
TA-001636,Taxi Alajuela,Peugeot,2007,Automovil,Adaptado
TA-001637,Taxi Alajuela,Daihatsu,2008,Automovil,Rural
TA-001638,Taxi Alajuela,Hyundai,2001,Automovil,Sedan
TA-001644,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001646,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-001647,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-001648,Taxi Alajuela,Hyundai,2004,Automovil,Sedan
TA-001652,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-001666,Taxi Alajuela,Hyundai,2011,Automovil,Adaptado
TA-001667,Taxi Alajuela,Hyundai,2006,Automovil,Adaptado
TA-001668,Taxi Alajuela,Golden dragon,2010,Microbus,Adaptado
TA-001669,Taxi Alajuela,Hyundai,1999,Microbus,Adaptado
TA-001670,Taxi Alajuela,Toyota,2010,Microbus,Adaptado
TA-001671,Taxi Alajuela,Suzuki,2016,Automovil,Adaptado
TA-001672,Taxi Alajuela,Hyundai,2004,Microbus,Adaptado
TA-001673,Taxi Alajuela,Hyundai,2016,Automovil,Adaptado
TA-001674,Taxi Alajuela,Hyundai,2009,Microbus,Adaptado
TA-001675,Taxi Alajuela,Hyundai,2009,Automovil,Adaptado
TA-001676,Taxi Alajuela,Hyundai,2003,Microbus,Adaptado
TA-001677,Taxi Alajuela,Hyundai,2008,Microbus,Adaptado
TA-001678,Taxi Alajuela,Suzuki,2006,Automovil,Adaptado
TA-001679,Taxi Alajuela,Hyundai,2003,Microbus,Adaptado
TA-001680,Taxi Alajuela,Hyundai,2007,Microbus,Adaptado
TA-001681,Taxi Alajuela,Peugeot,2005,Automovil,Adaptado
TA-001682,Taxi Alajuela,Hyundai,2014,Automovil,Adaptado
TA-001683,Taxi Alajuela,Suzuki,2009,Automovil,Adaptado
TA-001685,Taxi Alajuela,Hyundai,2004,Microbus,Adaptado
TA-001686,Taxi Alajuela,Hyundai,2003,Microbus,Adaptado
TA-001687,Taxi Alajuela,Hyundai,2006,Microbus,Adaptado
TA-001688,Taxi Alajuela,Hyundai,2005,Microbus,Adaptado
TA-001690,Taxi Alajuela,Suzuki,2012,Automovil,Adaptado
TA-001691,Taxi Alajuela,Suzuki,2007,Automovil,Adaptado
TA-001693,Taxi Alajuela,Peugeot,2004,Automovil,Adaptado
TA-001694,Taxi Alajuela,Peugeot,2005,Automovil,Adaptado
TA-001695,Taxi Alajuela,Hyundai,2006,Automovil,Adaptado
TA-001696,Taxi Alajuela,Hyundai,2008,Microbus,Adaptado
TA-001697,Taxi Alajuela,Hyundai,2003,Automovil,Adaptado
TA-001698,Taxi Alajuela,Mitsubishi,2008,Microbus,Adaptado
TA-001699,Taxi Alajuela,Peugeot,2005,Automovil,Adaptado
TA-001700,Taxi Alajuela,Suzuki,2006,Automovil,Adaptado
TA-001701,Taxi Alajuela,Hyundai,2005,Automovil,Adaptado
TA-001702,Taxi Alajuela,Toyota,2008,Microbus,Adaptado
TA-001703,Taxi Alajuela,Hyundai,2012,Microbus,Adaptado
TA-001704,Taxi Alajuela,Suzuki,2012,Automovil,Adaptado
TA-001705,Taxi Alajuela,Toyota,2012,Automovil,Adaptado
TA-001706,Taxi Alajuela,Hyundai,2003,Microbus,Adaptado
TA-001707,Taxi Alajuela,Suzuki,2011,Automovil,Adaptado
TA-001708,Taxi Alajuela,Suzuki,2012,Automovil,Adaptado
TA-001709,Taxi Alajuela,Suzuki,2012,Automovil,Adaptado
TA-001710,Taxi Alajuela,Suzuki,2012,Automovil,Adaptado
TA-001711,Taxi Alajuela,Hyundai,2010,Automovil,Adaptado
TA-001712,Taxi Alajuela,Suzuki,2012,Automovil,Adaptado
TA-001713,Taxi Alajuela,Suzuki,2012,Automovil,Adaptado
TA-001715,Taxi Alajuela,Toyota,2012,Microbus,Adaptado
TA-001717,Taxi Alajuela,Suzuki,2012,Automovil,Adaptado
TA-001718,Taxi Alajuela,Hyundai,2004,Microbus,Adaptado
TA-001721,Taxi Alajuela,Suzuki,2012,Automovil,Adaptado
TA-001722,Taxi Alajuela,Suzuki,2012,Automovil,Adaptado
TA-001723,Taxi Alajuela,Toyota,2011,Microbus,Adaptado
TA-001725,Taxi Alajuela,Toyota,2012,Microbus,Adaptado
TA-001726,Taxi Alajuela,Peugeot,2004,Automovil,Adaptado
TA-001727,Taxi Alajuela,Toyota,2012,Microbus,Adaptado
TA-001730,Taxi Alajuela,Hyundai,2007,Automovil,Adaptado
TA-001731,Taxi Alajuela,Toyota,2012,Microbus,Adaptado
TA-001732,Taxi Alajuela,Citroen,2012,Automovil,Adaptado
TA-001733,Taxi Alajuela,Hyundai,2013,Microbus,Adaptado
TA-001734,Taxi Alajuela,Hyundai,2005,Microbus,Rural
TA-001736,Taxi Alajuela,Peugeot,2013,Automovil,Adaptado
TA-001737,Taxi Alajuela,Hyundai,2012,Automovil,Adaptado
TA-001756,Taxi Alajuela,Hyundai,2011,Automovil,Sedan
TC-000001,Taxi Cartago,Toyota,2003,Automovil,Sedan
TC-000002,Taxi Cartago,Hyundai,2006,Automovil,Sedan
TC-000003,Taxi Cartago,Toyota,2006,Automovil,Sedan
TC-000004,Taxi Cartago,Greatwall,2012,Automovil,Sedan
TC-000005,Taxi Cartago,Nissan,2004,Automovil,Sedan
TC-000006,Taxi Cartago,Toyota,2005,Automovil,Sedan
TC-000007,Taxi Cartago,Toyota,2006,Automovil,Sedan
TC-000008,Taxi Cartago,Kia,1994,Automovil,Rural
TC-000009,Taxi Cartago,Hyundai,2010,Automovil,Sedan
TC-000010,Taxi Cartago,Toyota,2009,Automovil,Sedan
TC-000011,Taxi Cartago,Toyota,2006,Automovil,Sedan
TC-000012,Taxi Cartago,Toyota,2017,Automovil,Sedan
TC-000013,Taxi Cartago,Toyota,2005,Automovil,Sedan
TC-000014,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000015,Taxi Cartago,Faw,2015,Automovil,Sedan
TC-000016,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000017,Taxi Cartago,Nissan,2017,Automovil,Sedan
TC-000018,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000020,Taxi Cartago,Toyota,2012,Automovil,Sedan
TC-000021,Taxi Cartago,Hyundai,2004,Automovil,Sedan
TC-000022,Taxi Cartago,Hyundai,2014,Automovil,Sedan
TC-000023,Taxi Cartago,Toyota,2006,Taxi,Rural
TC-000026,Taxi Cartago,Hyundai,2015,Automovil,Sedan
TC-000027,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000028,Taxi Cartago,Toyota,2017,Automovil,Sedan
TC-000029,Taxi Cartago,Toyota,2008,Automovil,Sedan
TC-000030,Taxi Cartago,Hyundai,2005,Automovil,Sedan
TC-000031,Taxi Cartago,Toyota,2017,Carga liviana,Rural
TC-000032,Taxi Cartago,Faw,2014,Automovil,Sedan
TC-000033,Taxi Cartago,Hyundai,1999,Automovil,Sedan
TC-000034,Taxi Cartago,Hyundai,2008,Automovil,Rural
TC-000035,Taxi Cartago,Hyundai,2009,Automovil,Sedan
TC-000036,Taxi Cartago,Daihatsu,1999,Automovil,Rural
TC-000037,Taxi Cartago,Toyota,2009,Automovil,Sedan
TC-000038,Taxi Cartago,Daihatsu,2009,Automovil,Rural
TC-000039,Taxi Cartago,Toyota,2012,Automovil,Rural
TC-000042,Taxi Cartago,Faw,2014,Automovil,Sedan
TC-000043,Taxi Cartago,Toyota,2009,Automovil,Rural
TC-000044,Taxi Cartago,Daihatsu,2011,Automovil,Rural
TC-000046,Taxi Cartago,Toyota,2008,Automovil,Sedan
TC-000047,Taxi Cartago,Toyota,2013,Automovil,Sedan
TC-000048,Taxi Cartago,Nissan,2009,Automovil,Sedan
TC-000049,Taxi Cartago,Daihatsu,2007,Automovil,Rural
TC-000050,Taxi Cartago,Nissan,2015,Automovil,Sedan
TC-000051,Taxi Cartago,Hyundai,2011,Automovil,Sedan
TC-000052,Taxi Cartago,Citroen,2016,Automovil,Sedan
TC-000054,Taxi Cartago,Mitsubishi,2008,Carga liviana,Rural
TC-000055,Taxi Cartago,Faw,2014,Automovil,Sedan
TC-000056,Taxi Cartago,Hyundai,2006,Automovil,Sedan
TC-000057,Taxi Cartago,Jac,2013,Automovil,Sedan
TC-000059,Taxi Cartago,Hyundai,2005,Automovil,Sedan
TC-000060,Taxi Cartago,Hyundai,2008,Automovil,Sedan
TC-000061,Taxi Cartago,Greatwall,2017,Automovil,Rural
TC-000062,Taxi Cartago,Hyundai,2012,Automovil,Sedan
TC-000063,Taxi Cartago,Nissan,2018,Automovil,Sedan
TC-000064,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000066,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000067,Taxi Cartago,Toyota,2004,Automovil,Sedan
TC-000068,Taxi Cartago,Toyota,2016,Automovil,Sedan
TC-000069,Taxi Cartago,Mitsubishi,2008,Automovil,Rural
TC-000070,Taxi Cartago,Hyundai,2003,Automovil,Sedan
TC-000071,Taxi Cartago,Faw,2014,Automovil,Sedan
TC-000072,Taxi Cartago,Toyota,2009,Automovil,Sedan
TC-000073,Taxi Cartago,Toyota,2017,Automovil,Sedan
TC-000074,Taxi Cartago,Toyota,2000,Automovil,Sedan
TC-000075,Taxi Cartago,Toyota,2006,Automovil,Sedan
TC-000076,Taxi Cartago,Toyota,2009,Automovil,Sedan
TC-000077,Taxi Cartago,Mitsubishi,2016,Automovil,Sedan
TC-000078,Taxi Cartago,Hyundai,2007,Automovil,Sedan
TC-000079,Taxi Cartago,Toyota,2004,Automovil,Sedan
TC-000080,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000081,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000082,Taxi Cartago,Toyota,2005,Automovil,Rural
TC-000083,Taxi Cartago,Toyota,2008,Automovil,Sedan
TC-000084,Taxi Cartago,Toyota,2016,Automovil,Sedan
TC-000085,Taxi Cartago,Toyota,2005,Automovil,Sedan
TC-000086,Taxi Cartago,Hyundai,2005,Automovil,Sedan
TC-000087,Taxi Cartago,Toyota,2005,Automovil,Sedan
TC-000089,Taxi Cartago,Toyota,2008,Automovil,Sedan
TC-000090,Taxi Cartago,Toyota,2009,Automovil,Sedan
TC-000091,Taxi Cartago,Daihatsu,2013,Automovil,Rural
TC-000092,Taxi Cartago,Toyota,2012,Automovil,Sedan
TC-000093,Taxi Cartago,Toyota,2005,Automovil,Sedan
TC-000094,Taxi Cartago,Nissan,2018,Automovil,Sedan
TC-000095,Taxi Cartago,Hyundai,2015,Automovil,Sedan
TC-000096,Taxi Cartago,Daihatsu,2009,Automovil,Rural
TC-000097,Taxi Cartago,Kia,2003,Automovil,Rural
TC-000099,Taxi Cartago,Toyota,2010,Automovil,Sedan
TC-000100,Taxi Cartago,Citroen,2016,Automovil,Sedan
TC-000101,Taxi Cartago,Daihatsu,2016,Automovil,Rural
TC-000102,Taxi Cartago,Mitsubishi,2009,Carga liviana,Rural
TC-000103,Taxi Cartago,Toyota,2018,Automovil,Sedan
TC-000104,Taxi Cartago,Hyundai,1996,Automovil,Sedan
TC-000105,Taxi Cartago,Daihatsu,2009,Automovil,Rural
TC-000106,Taxi Cartago,Hyundai,1995,Automovil,Sedan
TC-000108,Taxi Cartago,Toyota,2012,Automovil,Sedan
TC-000110,Taxi Cartago,Toyota,2009,Automovil,Sedan
TC-000111,Taxi Cartago,Toyota,1981,Automovil,Rural
TC-000112,Taxi Cartago,Toyota,2008,Automovil,Sedan
TC-000115,Taxi Cartago,Daihatsu,2005,Automovil,Rural
TC-000117,Taxi Cartago,Toyota,2016,Automovil,Sedan
TC-000118,Taxi Cartago,Hyundai,2007,Automovil,Sedan
TC-000119,Taxi Cartago,Toyota,2012,Carga liviana,Rural
TC-000120,Taxi Cartago,Toyota,2014,Automovil,Sedan
TC-000121,Taxi Cartago,Toyota,2008,Automovil,Sedan
TC-000122,Taxi Cartago,Toyota,2006,Automovil,Sedan
TC-000123,Taxi Cartago,Hyundai,2006,Automovil,Sedan
TC-000125,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000126,Taxi Cartago,Toyota,2009,Automovil,Sedan
TC-000127,Taxi Cartago,Toyota,2006,Automovil,Sedan
TC-000128,Taxi Cartago,Nissan,2008,Automovil,Sedan
TC-000130,Taxi Cartago,Nissan,2004,Automovil,Sedan
TC-000131,Taxi Cartago,Toyota,2006,Automovil,Sedan
TC-000132,Taxi Cartago,Hyundai,2004,Automovil,Sedan
TC-000133,Taxi Cartago,Nissan,2005,Automovil,Sedan
TC-000134,Taxi Cartago,Toyota,2018,Automovil,Sedan
TC-000135,Taxi Cartago,Hyundai,2003,Automovil,Sedan
TC-000137,Taxi Cartago,Toyota,2017,Automovil,Sedan
TC-000138,Taxi Cartago,Toyota,2009,Automovil,Sedan
TC-000139,Taxi Cartago,Mazda,2004,Automovil,Sedan
TC-000140,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000141,Taxi Cartago,Nissan,2003,Automovil,Sedan
TC-000142,Taxi Cartago,Hyundai,2004,Automovil,Sedan
TC-000143,Taxi Cartago,Toyota,2009,Automovil,Sedan
TC-000144,Taxi Cartago,Hyundai,2007,Automovil,Sedan
TC-000145,Taxi Cartago,Toyota,2006,Automovil,Sedan
TC-000146,Taxi Cartago,Nissan,2017,Automovil,Sedan
TC-000147,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000148,Taxi Cartago,Nissan,2008,Automovil,Sedan
TC-000149,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000150,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000151,Taxi Cartago,Toyota,1995,Automovil,Sedan
TC-000152,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000153,Taxi Cartago,Toyota,2014,Automovil,Sedan
TC-000154,Taxi Cartago,Hyundai,2002,Automovil,Sedan
TC-000155,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000156,Taxi Cartago,Hyundai,2003,Automovil,Sedan
TC-000157,Taxi Cartago,Hyundai,2004,Automovil,Sedan
TC-000158,Taxi Cartago,Hyundai,2004,Automovil,Sedan
TC-000159,Taxi Cartago,Toyota,2014,Automovil,Sedan
TC-000161,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000162,Taxi Cartago,Chevrolet,2000,Automovil,Sedan
TC-000164,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000165,Taxi Cartago,Daihatsu,2008,Automovil,Rural
TC-000166,Taxi Cartago,Hyundai,2010,Automovil,Sedan
TC-000167,Taxi Cartago,Baw,2009,Carga liviana,Rural
TC-000168,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000169,Taxi Cartago,Mitsubishi,2007,Carga liviana,Rural
TC-000170,Taxi Cartago,Daihatsu,2007,Automovil,Rural
TC-000171,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000172,Taxi Cartago,Nissan,2017,Automovil,Sedan
TC-000173,Taxi Cartago,Toyota,2010,Automovil,Sedan
TC-000174,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000175,Taxi Cartago,Hyundai,2004,Automovil,Sedan
TC-000176,Taxi Cartago,Toyota,2005,Automovil,Sedan
TC-000177,Taxi Cartago,Toyota,2008,Automovil,Sedan
TC-000178,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000179,Taxi Cartago,Hyundai,2001,Automovil,Sedan
TC-000181,Taxi Cartago,Hyundai,2005,Automovil,Sedan
TC-000182,Taxi Cartago,Toyota,2009,Automovil,Sedan
TC-000183,Taxi Cartago,Toyota,2008,Automovil,Sedan
TC-000184,Taxi Cartago,Faw,2014,Automovil,Sedan
TC-000185,Taxi Cartago,Nissan,2016,Automovil,Sedan
TC-000186,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000188,Taxi Cartago,Daihatsu,2016,Automovil,Rural
TC-000189,Taxi Cartago,Daihatsu,2012,Automovil,Rural
TC-000190,Taxi Cartago,Toyota,2009,Automovil,Sedan
TC-000191,Taxi Cartago,Toyota,2008,Automovil,Sedan
TC-000193,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000194,Taxi Cartago,Hyundai,2010,Automovil,Sedan
TC-000195,Taxi Cartago,Hyundai,2011,Automovil,Sedan
TC-000196,Taxi Cartago,Toyota,2014,Automovil,Sedan
TC-000197,Taxi Cartago,Toyota,2007,Automovil,Sedan
TC-000198,Taxi Cartago,Toyota,2006,Automovil,Sedan
